EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,Meeting,Fref,key,Fref_point,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref_point,Bref,B_Bref,asses_year,version,stk_updated,RMFO
Central Med.,HKE,12_13_14_15_16,1959,197941,30541.9,1735,0.0660508,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.227761379,NA,NA,1735,NA,Merluccius merluccius,European hake,7021,Bmsy,4.350078336,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1960,197842,30182.3,2163,0.0835104,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.287966897,NA,NA,2163,NA,Merluccius merluccius,European hake,7021,Bmsy,4.298860561,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1961,197687,29630.3,2132,0.0837974,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.288956552,NA,NA,2132,NA,Merluccius merluccius,European hake,7021,Bmsy,4.220239282,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1962,197536,29116.5,2000,0.0794645,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.274015517,NA,NA,2000,NA,Merluccius merluccius,European hake,7021,Bmsy,4.147058824,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1963,197415,28713.4,2437,0.0981811,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.338555517,NA,NA,2437,NA,Merluccius merluccius,European hake,7021,Bmsy,4.08964535,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1964,197230,28118.4,2293,0.093932,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.323903448,NA,NA,2293,NA,Merluccius merluccius,European hake,7021,Bmsy,4.004899587,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1965,197072,27627.8,2879,0.120445,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.415327586,NA,NA,2879,NA,Merluccius merluccius,European hake,7021,Bmsy,3.935023501,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1966,196814,26863.3,3027,0.130623,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.450424138,NA,NA,3027,NA,Merluccius merluccius,European hake,7021,Bmsy,3.826135878,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1967,196521,26042.3,3005,0.133139,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.4591,NA,NA,3005,NA,Merluccius merluccius,European hake,7021,Bmsy,3.709200969,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1968,196233,25279.4,3067,0.138666,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.478158621,NA,NA,3067,NA,Merluccius merluccius,European hake,7021,Bmsy,3.600541233,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1969,195940,24546.5,3059,0.140565,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.484706897,NA,NA,3059,NA,Merluccius merluccius,European hake,7021,Bmsy,3.496154394,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1970,195661,23885,2985,0.138497,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.477575862,NA,NA,2985,NA,Merluccius merluccius,European hake,7021,Bmsy,3.401937046,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1971,195418,23336.6,3216,0.150664,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.519531034,NA,NA,3216,NA,Merluccius merluccius,European hake,7021,Bmsy,3.323828514,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1972,195143,22741.8,4172,0.202533,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.698389655,NA,NA,4172,NA,Merluccius merluccius,European hake,7021,Bmsy,3.239111238,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1973,194615,21679.8,4185,0.214434,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.739427586,NA,NA,4185,NA,Merluccius merluccius,European hake,7021,Bmsy,3.087850734,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1974,194037,20618.6,4552,0.245547,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.846713793,NA,NA,4552,NA,Merluccius merluccius,European hake,7021,Bmsy,2.936704173,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1975,193314,19421.9,5210,0.302411,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.042796552,NA,NA,5210,NA,Merluccius merluccius,European hake,7021,Bmsy,2.766258368,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1976,192286,17929.2,5267,0.328808,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.13382069,NA,NA,5267,NA,Merluccius merluccius,European hake,7021,Bmsy,2.553653326,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1977,191136,16494.8,5002,0.329277,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.135437931,NA,NA,5002,NA,Merluccius merluccius,European hake,7021,Bmsy,2.349351944,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1978,190033,15305.9,3779,0.248047,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.855334483,NA,NA,3779,NA,Merluccius merluccius,European hake,7021,Bmsy,2.180017092,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1979,189589,14871.1,4138,0.263652,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.909144828,NA,NA,4138,NA,Merluccius merluccius,European hake,7021,Bmsy,2.118088591,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1980,189102,14419.5,4772,0.308719,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.064548276,NA,NA,4772,NA,Merluccius merluccius,European hake,7021,Bmsy,2.05376727,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1981,188277,13709.3,7201,0.537828,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.85457931,NA,NA,7201,NA,Merluccius merluccius,European hake,7021,Bmsy,1.952613588,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1982,185485,11718,8575,0.840989,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.899962069,NA,NA,8575,NA,Merluccius merluccius,European hake,7021,Bmsy,1.668993021,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1983,180075,9053.96,4306,0.453967,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.565403448,NA,NA,4306,NA,Merluccius merluccius,European hake,7021,Bmsy,1.289554195,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1984,167202,8592.74,5855,0.60641,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.091068966,NA,NA,5855,NA,Merluccius merluccius,European hake,7021,Bmsy,1.223862698,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1985,166568,7666.91,7062,0.880665,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,3.036775862,NA,NA,7062,NA,Merluccius merluccius,European hake,7021,Bmsy,1.091996867,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1986,162827,6148.46,4665,0.622639,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.147031034,NA,NA,4665,NA,Merluccius merluccius,European hake,7021,Bmsy,0.875724256,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1987,163331,5731.29,5014,0.644145,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.221189655,NA,NA,5014,NA,Merluccius merluccius,European hake,7021,Bmsy,0.816306794,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1988,164739,5317.42,5531,0.736352,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.539144828,NA,NA,5531,NA,Merluccius merluccius,European hake,7021,Bmsy,0.757359351,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1989,165170,4754.15,5443.1,0.761912,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.627282759,NA,NA,5443.1,NA,Merluccius merluccius,European hake,7021,Bmsy,0.677132887,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1990,163197,4306.62,4213.4,0.54428,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.876827586,NA,NA,4213.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.613391255,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1991,161571,4441.86,5199.4,0.634907,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.189334483,NA,NA,5199.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.632653468,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1992,151525,4249.92,5795.4,0.75226,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.594,NA,NA,5795.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.605315482,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1993,361074,3756.46,6646.4,1.07593,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,3.710103448,NA,NA,6646.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.535032047,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1994,145605,3116.43,8178.4,0.924963,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,3.189527586,NA,NA,8178.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.443872668,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1995,76526.7,3645.25,7715.4,0.756448,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.608441379,NA,NA,7715.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.519192423,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1996,173671,3197.96,6281.4,1.13482,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,3.913172414,NA,NA,6281.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.455484974,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1997,82978.9,1985.64,3241.4,0.631212,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.176593103,NA,NA,3241.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.282814414,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1998,107182,2306.26,3696.4,0.689055,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.376051724,NA,NA,3696.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.328480273,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,1999,168684,2126.14,2829.4,0.549856,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.896055172,NA,NA,2829.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.302825808,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2000,47671.3,2279.19,2618.4,0.403153,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.390182759,NA,NA,2618.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.324624697,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2001,141990,2837.97,3368.4,0.574169,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.979893103,NA,NA,3368.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.404211651,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2002,148889,2470.57,3332.4,0.623332,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,2.14942069,NA,NA,3332.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.351882923,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2003,137720,2411.42,3240.4,0.537544,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.8536,NA,NA,3240.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.343458197,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2004,141293,2681.05,3617.8,0.538115,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.855568966,NA,NA,3617.8,NA,Merluccius merluccius,European hake,7021,Bmsy,0.381861558,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2005,134054,2816.01,3101.3,0.439126,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.514227586,NA,NA,3101.3,NA,Merluccius merluccius,European hake,7021,Bmsy,0.401083891,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2006,197566,3128,2980.3,0.38467,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.326448276,NA,NA,2980.3,NA,Merluccius merluccius,European hake,7021,Bmsy,0.445520581,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2007,167214,3589.99,2984.3,0.313653,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.081562069,NA,NA,2984.3,NA,Merluccius merluccius,European hake,7021,Bmsy,0.511321749,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2008,143453,4501.58,2824.9,0.249796,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.861365517,NA,NA,2824.9,NA,Merluccius merluccius,European hake,7021,Bmsy,0.641159379,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2009,152584,5491.22,3032.4,0.243856,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.840882759,NA,NA,3032.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.782113659,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2010,183155,6078.26,3161.4,0.295419,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.018686207,NA,NA,3161.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.86572568,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2011,217039,6213.3,3239.3,0.272725,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.940431034,NA,NA,3239.3,NA,Merluccius merluccius,European hake,7021,Bmsy,0.884959407,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2012,216703,6547.45,3360.5,0.30783,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.061482759,NA,NA,3360.5,NA,Merluccius merluccius,European hake,7021,Bmsy,0.932552343,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2013,239546,6774.51,3497.3,0.274984,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.94822069,NA,NA,3497.3,NA,Merluccius merluccius,European hake,7021,Bmsy,0.964892465,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2014,223382,7245.16,4138.2,0.31801,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.096586207,NA,NA,4138.2,NA,Merluccius merluccius,European hake,7021,Bmsy,1.031927076,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2015,175837,7454.02,4185.3,0.351453,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.211906897,NA,NA,4185.3,NA,Merluccius merluccius,European hake,7021,Bmsy,1.061674975,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2016,118370,7237.89,2565.2,0.273099,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.94172069,NA,NA,2565.2,NA,Merluccius merluccius,European hake,7021,Bmsy,1.030891611,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2017,112850,7116.92,2399.3,0.291287,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.004437931,NA,NA,2399.3,NA,Merluccius merluccius,European hake,7021,Bmsy,1.013661872,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2018,115545,6811,2274.4,0.302891,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.044451724,NA,NA,2274.4,NA,Merluccius merluccius,European hake,7021,Bmsy,0.970089731,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2019,83608,6482.8,2568.8,0.384827,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.326989655,NA,NA,2568.8,NA,Merluccius merluccius,European hake,7021,Bmsy,0.923344253,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2020,169935,5918.12,2118,0.344237,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,1.187024138,NA,NA,2118,NA,Merluccius merluccius,European hake,7021,Bmsy,0.842916963,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2021,97918.6,5591.65,2058,0.268632,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.926317241,NA,NA,2058,NA,Merluccius merluccius,European hake,7021,Bmsy,0.796417889,2023,23_07_2024,Y,GFCM
Central Med.,HKE,12_13_14_15_16,2022,167982,5898.28,2263,0.253599,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EcswpMsaCgVNjJKE4UMExWQBwMTs9lAEBpwGISn4korKlw,NA,Fmsy,HKE_12_13_14_15_16,0.29,0.87447931,NA,NA,2263,NA,Merluccius merluccius,European hake,7021,Bmsy,0.840091155,2023,23_07_2024,Y,GFCM
Central Med.,MTS,17,1953,950706,13506.5,694.1891667,0.0491874,SS3,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EbmZFuKWqr1PppNrvPNIekcBMu575K1I-1lKjHcvsHJJ0Q,NA,Fb40,MTS_17,0.33,0.149052727,NA,NA,694.1891667,NA,Squilla mantis,Spottail mantis squillid,NA,NA,NA,2023,30_06_2023,N,GFCM
